IID,array,job,start,creative,adj_pgs,sexMale,job_sat
1252530,5,civil service senior manager outside the senior civil service (former grades 6 and 7),2008,0,-0.9370845658785032,1,4
1253271,1,occupational therapist,1989,0,2.4112569852928805,0,3
1253580,3,"telecommunication engineer, telephone engineer, telephone technician",1999,0,0.36254612505089306,1,4
1253798,0,all other personal assistants and secretaries,1983,0,-0.3067553729193207,0,3
1256744,0,physiotherapist,1980,0,1.69295807966983,0,4
1256775,1,"principal of dancing/drama/evening school, private music teacher",2007,1,-2.0269277818056355,0,4
1258824,4,"customer care adviser/officer/assistant, store guide, customer relations officer/representative {72123325_3320}",2006,0,0.2268958397981788,0,3
1258943,2,"psychologist, psychometrist",2004,0,-0.6888312959366172,0,4
1259178,6,"social services manager, community care manager, welfare services manager",2001,-1,0.889197453445144,0,4
1260145,3,"travel agent, travel agency/booking/reservations clerk, tour organiser",2006,0,-0.5922260451372698,0,3
1260463,1,"chartered/certified accountant, auditor, company accountant, articled/audit clerk, official receiver",1992,0,-1.689832841597002,0,3
1261556,0,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",1978,1,-0.41326651232946615,0,3
1261723,3,"heavy goods vehicle (hgv) driver, lorry or truck driver, tanker driver, haulage driver",1975,0,0.7799651610771696,1,5
1262571,1,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",1989,1,1.1927972659936796,1,3
1263435,1,"medical doctor, general practitioner, hospital consultant",1974,-1,-0.6533675853932164,1,4
1263511,2,school secretary,2004,0,-1.553128067069078,0,4
1264566,2,health visitor {32113077_3071},1972,0,-1.4149350193089083,0,4
1265245,4,"town planner, development officer",2009,1,1.776246002381221,1,4
1265449,6,emergency services control room/radio operator/officer {41423445_3435},2008,0,-0.8286494319000777,0,3
1265531,6,"general office assistant/clerk, clerical officer, clerk-typist, office supervisor, press/newspaper corrector/reader",2005,0,0.2773335828500076,0,3
1268055,0,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1972,1,0.665780236917516,0,4
1274737,0,"nurse (of any kind, at any level)",1977,-1,0.21891920451730285,0,4
1275163,3,"mining engineer in mining, water or natural gas/oil",1991,0,-0.2765582169932772,1,0
1277594,3,electrical/electronics technician {31122951_2943},1978,0,-0.8016194842341309,1,3
1277769,1,medical secretary {42113298_3297},2000,0,0.2324617915244509,0,4
1277787,6,"hospital manager, health service manager, clinical manager, nursing service manager",2002,0,1.3787560291282968,0,4
1279505,3,"undertaker, mortuary assistant, bearer, embalmer, crematorium worker",2004,-1,-0.70624262612057,1,4
1279598,1,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",1994,0,-0.2032384210660317,0,3
1281129,3,electrical/electronics technician {31122951_2943},2009,0,-0.6084942879424919,1,3
1283584,1,"director or chief executive of private organisation/company, company chairman or president, general manager",2007,0,0.478484300130068,0,4
1283638,0,"counter clerk, bank clerk, cashier, post office clerk",1978,0,0.538968419883158,0,2
1284721,1,"electrical or electronics technician, signals officer",1974,0,-0.12019132788830032,1,2
1285354,0,"glass blower, glass cutter, glass maker",1958,1,-0.49263213785682974,1,5
1286602,2,plumber,2000,0,0.10067847287512462,1,4
1287165,6,"customer care adviser/officer/assistant, store guide, customer relations officer/representative {72123325_3320}",2007,0,-1.4597314817887883,1,4
1288434,3,"other cleaner including in offices, hospitals, schools, shops, warehouses, ships, aircraft, stations",2009,-1,-0.4204197510757494,0,3
1289703,4,"telecommunication engineer, telephone engineer, telephone technician",2005,0,-0.5672469411513269,1,3
1289807,0,"chemist (analytic, developmental, industrial, research)",1977,1,-2.216235898251734,1,3
1293182,1,"driving instructor, hgv instructor",1984,0,1.23097514182137,1,4
1293995,0,"other therapist including acupuncturist, aromatherapist, dietician, herbalist, homeopath, hypnotherapist, masseur, orthoptist, osteopath, psychotherapist",1980,0,0.0654475737632654,0,1
1295782,1,"educational assistant, classroom assistant, special needs helper",2003,0,1.1883973978841147,0,5
1300160,6,"ict or it manager, systems/data processing manager, telecom manager",2005,1,1.4919931807842457,1,3
1300456,1,"medical doctor, general practitioner, hospital consultant",1999,-1,-0.10144328503546005,0,3
1301403,3,special needs teaching professional (including head teacher),2002,1,-0.22296004225957608,0,4
1301519,2,"houseparent, child careworker, residential warden, sheltered accommodation warden, foster parent",2005,-1,0.29737003610178075,0,3
1303094,0,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",1974,1,-1.0395036613156865,1,3
1304423,2,"nurse (of any kind, at any level)",1977,-1,0.5031227249098202,0,2
1305341,0,"jcb driver, plant operator, pile driver",1968,-1,-0.24660333206557905,1,4
1309830,4,secondary school teacher or teaching professional (including head teacher),2001,1,0.6427372940708989,0,3
1310569,4,clergyman/woman; any religious officer/leader,1998,0,0.1146910874790063,1,4
1313220,3,"school secretary, clerical assistant, school registry assistant {42133423_3419}",2005,0,1.44204080084208,0,2
1316769,2,"education officer, director of education, curriculum development officer",1999,0,0.6738486621915665,0,4
1317777,0,"civil service administrative officer or assistant or clerk, tax collector, prison service clerk, law courts clerk",1976,0,2.059957593282927,0,3
1319098,0,"call centre operator, sales order clerk, telephone adviser {72113242_3235}",1969,0,1.7241296486104511,0,4
1320518,2,"carpenter, carpenter and joiner, builder's joiner {53152546_2538}",1976,-1,0.05981294548710018,1,4
1322507,2,"nurse (of any kind, at any level)",1998,-1,0.2391637535061876,0,4
1323315,2,"hospital manager, health service manager, clinical manager, nursing service manager",1990,0,-0.25293606867806073,1,3
1323848,3,"travel agent, travel agency/booking/reservations clerk, tour organiser",1998,0,-0.44522537282620167,0,3
1323880,3,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1987,-1,-0.09936853813054931,0,3
1325649,4,"photographer and audio-visual equipment operator, cameraman, film technician, sound or light engineer, projectionist {34343161_3156}",2008,1,-0.4715626666359388,1,4
1325948,3,"other teaching professional including private tutor, tefl (teaching english as a foreign language) teacher; tutor at adult education centre, etc.",2008,1,0.32253663167504393,1,3
1326777,3,"storage manager, stock control manager, container terminal manager",2003,-1,-0.02418954581095439,1,3
1327492,0,speech and language therapist,1981,0,-1.3132317305173753,0,4
1328608,1,"it user support technician, help desk or helpline operator (computing), support technician (computing), systems support officer",1998,0,-1.1748212222371857,1,3
1329379,1,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",2002,1,1.5149208235548282,1,3
1329443,1,physiotherapist,1986,0,1.0896870373495824,0,3
1329772,2,secondary school teacher or teaching professional (including head teacher),2001,1,-0.2576491688028011,1,4
1331056,2,"architect, landscape architect/designer, structural designer {24313288_3287}",2007,1,-0.7280488438144375,1,3
1331736,2,"heavy goods vehicle (hgv) driver, lorry or truck driver, tanker driver, haulage driver",1988,0,1.806725757162368,1,3
1331971,0,all other personal assistants and secretaries,1966,0,0.5258170823723958,0,3
1331995,2,"registrar or senior administrator of educational establishment, bursar, registrar, university administrator",2000,0,-1.675447392544877,0,3
1333385,3,"senior official in local government including parish or town or county chief clerk, chief or superintendent rate collector, chief executive or director, councillor",2007,0,0.06834540605612434,1,3
1333734,0,secondary school teacher or teaching professional (including head teacher),1984,1,-1.6620528003521322,1,4
1333869,0,"public service higher/senior executive officer, hospital administrator",1969,0,-1.917818333687075,0,3
1334132,4,research or laboratory manager,2000,0,-1.98112499607406,1,2
1335599,4,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",2009,1,0.5777412507722371,1,1
1336296,0,secondary school teacher or teaching professional (including head teacher),1984,1,-0.22860042770945327,0,3
1336659,2,vocational or industrial trainer/instructor {35633208_3199},1984,1,-0.664775400142482,0,4
1336882,3,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1993,-1,0.11884792186213462,0,3
1337351,4,"medical doctor, general practitioner, hospital consultant",2000,-1,-0.30557084248175004,0,4
1338286,0,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",1976,0,1.1395573207881706,1,2
1338544,0,"nurse (of any kind, at any level)",1980,-1,0.2726509955046135,0,3
1338639,3,"call centre operator, sales order clerk, telephone adviser {72113242_3235}",2007,0,-1.750333583405426,1,3
1338954,1,"buyer, purchasing/procurement officer, supply officer",1980,0,-0.19354261357595015,0,3
1341830,0,"solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder",1973,0,-0.6479652653376035,1,4
1344609,4,"hospital manager, health service manager, clinical manager, nursing service manager",2002,0,-0.5457506072976472,0,3
1345001,0,"other therapist including acupuncturist, aromatherapist, dietician, herbalist, homeopath, hypnotherapist, masseur, orthoptist, osteopath, psychotherapist",1977,0,-0.8075219614115188,0,4
1346272,0,"public service higher/senior executive officer, hospital administrator",1968,0,0.5059115680977068,1,4
1348431,1,"merchandiser, window dresser",1963,0,0.12145849293545508,0,4
1350012,0,"education officer, director of education, curriculum development officer",1986,0,2.0390854179240097,0,3
1351057,3,"biologist, botanist, entomologist, zoologist, ecologist, microbiologist/pathologist/virologist/geneticist (not medically qualified)",2005,1,0.5168891714954222,1,4
1351770,1,"mechanical engineer, automobile engineer, aeronautical engineer, locomotive or marine engineer, welding engineer",1988,0,-0.5093466005029672,0,4
1352687,2,"nurse (of any kind, at any level)",1977,-1,0.20568938888184743,0,3
1355254,3,"ict or it manager, systems/data processing manager, telecom manager",1998,1,-0.2949474760565008,1,2
1355508,0,secondary school teacher or teaching professional (including head teacher),1979,1,0.8812019693853926,0,4
1355986,1,local government administrative officer or assistant or clerk,1983,0,-1.1308105989296535,0,5
